unique_id,cntry,idno,dweight,pspwght,pweight,anweight,agea,gndr,eisced,eduyrs,hinctnta,domicil,brncntr,rlgdgr,uemp12m,health,sclmeet,vote,polintr,lrscale,trstprl,trstlgl,trstplt,trstprt,trstplc,trstep,stfdem,stfgov,ppltrst,pplfair,pplhlp,imbgeco,imueclt,imwbcnt,imdfetn,impcntr,gincdif,happy,stflife
HU_77602,HU,77602,0.7841711,0.76590955,0.38747352,0.29676968,30,2,5,14,10,4,1,0,6,2,3,1,3,7,4,3,0,3,8,5,1,1,5,2,0,5,5,0,4,4,1,8,9
HU_71343,HU,71343,1.3011717,1.2637669,0.38747352,0.4896762,73,1,3,11,9,1,1,9,6,2,1,1,2,10,6,8,8,8,8,3,77,8,6,5,5,3,4,4,4,3,3,8,7
HU_59968,HU,59968,0.8177212,0.7798857,0.38747352,0.30218506,47,1,4,12,9,4,1,1,6,2,4,1,2,5,3,3,3,4,6,3,4,77,7,7,5,7,4,4,3,4,2,7,8
HU_61241,HU,61241,0.79973197,0.6264212,0.38747352,0.24272163,82,1,1,6,1,4,1,5,6,4,1,1,3,9,5,5,4,3,8,4,6,5,0,3,1,5,5,3,4,4,2,5,6
HU_55549,HU,55549,0.79614586,0.8711723,0.38747352,0.33755618,61,2,4,12,5,3,1,5,6,2,4,1,3,6,8,7,6,6,7,3,4,6,3,2,2,0,0,0,4,4,4,6,6
HU_77707,HU,77707,0.7841711,0.39448673,0.38747352,0.15285316,59,2,3,40,1,4,1,4,2,3,2,1,3,6,6,7,6,6,8,5,6,5,4,3,4,88,88,88,3,3,1,7,6
HU_57787,HU,57787,0.7872055,0.5850802,0.38747352,0.22670308,78,2,3,11,1,3,1,8,6,3,2,1,3,5,2,6,1,1,9,5,2,2,3,5,0,2,3,1,4,4,1,9,9
HU_54182,HU,54182,1.2907349,1.3177733,0.38747352,0.5106023,59,1,3,12,3,1,1,2,2,3,1,2,2,88,0,2,2,2,2,5,2,1,0,3,4,0,4,1,4,4,1,2,3
HU_80421,HU,80421,0.8177212,0.3972224,0.38747352,0.15391316,999,2,77,77,77,4,1,6,6,3,3,1,2,7,7,7,6,7,6,1,7,7,2,2,5,3,4,3,4,4,8,7,6
HU_66049,HU,66049,0.79973197,0.9420486,0.38747352,0.36501887,27,2,6,18,6,4,1,8,2,2,3,2,3,0,2,5,2,2,9,8,1,0,6,7,7,8,8,6,3,3,1,10,10
HU_78281,HU,78281,0.79973197,0.2994289,0.38747352,0.11602077,47,2,4,14,6,4,1,10,6,2,3,1,2,3,7,8,6,8,10,9,6,4,8,8,6,3,6,5,3,4,1,8,9
HU_66438,HU,66438,1.2761648,1.4050002,0.38747352,0.5444004,73,2,6,20,5,1,1,5,6,3,6,1,3,1,6,4,6,6,5,5,7,7,8,6,7,6,5,5,3,3,3,6,7
HU_83300,HU,83300,1.2845863,0.7105885,0.38747352,0.27533424,53,2,4,12,1,1,1,0,6,2,2,1,3,10,8,10,8,8,9,10,7,6,9,8,9,6,6,5,3,4,3,7,7
HU_75122,HU,75122,0.781485,0.6697525,0.38747352,0.25951135,55,1,4,12,8,4,1,2,6,3,5,1,3,88,3,2,1,2,5,6,3,3,2,3,2,2,2,2,4,4,4,6,7
HU_81247,HU,81247,1.396243,0.82991755,0.38747352,0.32157108,78,2,2,8,2,3,1,6,6,3,2,1,3,7,8,8,7,7,8,8,7,7,7,6,6,7,7,7,3,3,2,6,7
HU_72155,HU,72155,0.7841711,1.2473028,0.38747352,0.48329678,27,1,2,8,1,4,1,9,6,4,1,3,3,7,2,7,1,2,7,4,4,3,1,5,8,1,2,4,4,4,1,3,0
HU_67967,HU,67967,0.79973197,0.5732983,0.38747352,0.2221379,70,2,2,8,1,4,1,6,6,3,2,1,2,10,5,4,4,7,1,3,6,9,0,3,0,0,0,0,4,4,2,7,8
HU_67830,HU,67830,1.3121643,0.6905131,0.38747352,0.26755553,48,2,4,12,7,1,1,4,6,1,2,2,3,5,0,10,2,2,10,3,1,1,0,4,5,2,2,4,4,4,1,10,9
HU_75811,HU,75811,0.7841711,0.9521182,0.38747352,0.3689206,46,2,2,8,1,4,1,2,6,2,3,1,4,6,5,7,4,4,7,4,7,5,3,4,3,88,88,88,3,3,1,7,6
HU_64476,HU,64476,0.79973197,0.48520827,0.38747352,0.18800536,76,2,4,12,1,4,1,5,6,2,3,1,2,4,8,7,5,5,10,2,7,7,2,3,2,3,3,5,3,4,1,8,7
HU_55120,HU,55120,1.2884102,0.62586784,0.38747352,0.24250722,42,2,4,12,77,2,1,5,6,2,3,1,3,10,0,2,2,2,3,3,0,0,6,8,3,0,4,5,4,4,1,7,7
HU_68761,HU,68761,1.1654348,0.5262587,0.38747352,0.2039113,47,2,4,12,4,3,1,5,6,1,2,1,2,6,0,1,3,4,8,8,5,8,10,9,9,8,5,6,2,3,4,8,7
HU_62769,HU,62769,1.1908453,0.9698272,0.38747352,0.37578234,49,2,4,12,6,3,1,0,6,2,5,2,3,3,5,3,6,3,5,4,4,5,5,6,6,2,3,5,3,3,2,7,6
HU_81129,HU,81129,1.2836874,1.2242919,0.38747352,0.4743807,42,1,4,12,8,3,1,2,6,1,4,1,2,6,4,6,6,6,8,8,6,6,6,8,77,2,4,4,3,3,1,8,8
HU_71456,HU,71456,0.79614586,0.64838314,0.38747352,0.25123128,49,2,4,12,5,4,1,1,6,2,5,1,3,2,5,5,7,7,8,6,4,4,7,5,4,5,3,3,4,4,3,5,2
HU_78430,HU,78430,1.2797022,0.6734303,0.38747352,0.2609364,43,2,4,12,10,1,1,5,6,2,2,2,4,2,5,7,4,7,6,7,6,3,5,5,5,5,6,6,3,2,3,6,3
HU_60071,HU,60071,1.2791057,0.80586,0.38747352,0.3122494,31,2,5,13,10,1,1,5,2,2,2,1,3,6,4,6,2,2,4,6,4,3,4,6,4,4,5,5,3,8,2,8,6
HU_76414,HU,76414,0.7841711,0.46610603,0.38747352,0.18060374,68,2,2,88,5,4,1,4,6,2,4,1,4,7,3,3,4,3,4,4,5,3,4,3,5,4,5,4,4,4,2,7,4
HU_55261,HU,55261,1.3419766,0.6750977,0.38747352,0.2615825,73,2,3,11,5,3,1,0,6,2,5,2,3,3,7,8,7,9,9,8,8,8,7,8,8,5,6,5,4,3,2,6,8
HU_81066,HU,81066,0.7841711,0.5418871,0.38747352,0.2099669,58,1,3,11,77,4,1,7,6,2,4,2,4,77,6,5,6,4,5,5,4,5,5,6,6,1,1,3,4,4,3,5,5
HU_58169,HU,58169,0.8177212,0.6306065,0.38747352,0.24434331,68,2,2,8,4,4,1,0,1,1,2,1,4,77,4,4,3,2,3,2,3,3,4,5,5,0,0,1,4,4,2,9,7
HU_54497,HU,54497,1.3121643,0.6905131,0.38747352,0.26755553,43,2,4,12,77,1,1,0,6,1,5,1,1,10,10,10,8,7,10,5,5,5,6,4,5,4,3,3,4,4,1,10,9
HU_75877,HU,75877,0.8177212,1.2881444,0.38747352,0.49912181,39,2,2,8,4,4,1,0,6,1,1,2,4,88,88,5,1,1,5,2,5,3,5,5,5,2,2,2,4,4,1,10,10
HU_54266,HU,54266,0.79614586,0.77624905,0.38747352,0.30077595,34,2,4,12,9,7,1,6,6,2,3,1,3,7,8,5,7,7,7,3,6,7,6,5,3,0,0,0,4,4,3,6,5
HU_52063,HU,52063,1.2885581,1.8769339,0.38747352,0.7272622,62,1,6,17,77,1,1,5,2,2,5,1,1,0,0,7,6,6,8,10,5,4,7,5,5,4,5,2,4,4,1,10,10
HU_53670,HU,53670,0.79614586,0.8711723,0.38747352,0.33755618,57,2,4,12,7,4,1,5,6,3,3,1,3,6,2,3,0,0,3,77,2,2,3,3,2,4,5,5,3,3,1,4,2
HU_81371,HU,81371,0.781485,0.36288214,0.38747352,0.14060722,39,2,4,13,8,3,1,0,6,2,4,1,4,77,2,4,2,2,4,3,0,0,5,5,5,3,3,3,4,4,1,7,7
HU_84021,HU,84021,0.79973197,0.78110796,0.38747352,0.30265865,30,2,6,16,5,4,1,0,6,2,7,1,3,5,3,7,5,5,7,7,6,4,7,5,5,1,5,2,4,4,2,6,8
HU_52440,HU,52440,1.3713416,1.2149459,0.38747352,0.47075936,32,1,3,12,6,3,1,0,6,1,4,2,4,5,1,1,0,1,5,1,0,0,2,1,1,5,6,5,3,3,1,9,9
HU_72337,HU,72337,0.8094684,0.6973928,0.38747352,0.27022123,34,1,4,12,7,4,1,7,2,1,3,2,4,88,2,4,4,77,3,1,2,3,10,9,9,2,3,3,4,4,2,8,3
HU_71680,HU,71680,1.2500871,1.7228485,0.38747352,0.6675582,45,2,7,19,7,3,1,0,6,2,4,2,3,88,3,3,0,0,3,7,0,0,5,7,7,5,5,5,3,3,1,7,7
HU_76309,HU,76309,0.79614586,0.64838314,0.38747352,0.25123128,47,2,4,12,10,4,1,4,2,2,2,1,2,0,0,0,3,3,7,7,3,5,7,7,5,5,5,4,3,3,1,5,7
HU_75745,HU,75745,0.7872055,0.8549491,0.38747352,0.33127013,41,1,3,10,4,3,1,0,6,2,5,1,2,7,2,4,3,3,5,2,4,3,3,3,2,1,1,2,4,4,2,8,9
HU_51223,HU,51223,0.79973197,0.70901114,0.38747352,0.27472302,46,1,3,11,9,4,1,5,6,1,3,1,4,8,5,5,4,4,10,2,7,6,3,5,3,2,2,2,4,4,4,10,9
HU_81605,HU,81605,1.3625321,0.6854384,0.38747352,0.26558924,58,2,3,12,6,3,1,4,6,2,2,1,2,4,6,7,5,5,7,4,5,4,4,6,4,5,5,5,2,2,1,8,8
HU_60917,HU,60917,0.79614586,0.8711723,0.38747352,0.33755618,77,2,3,11,3,4,1,7,6,3,2,2,3,3,4,4,4,5,4,5,4,6,3,7,4,3,1,3,4,4,3,7,5
HU_80766,HU,80766,1.3111435,2.0812807,0.38747352,0.8064411,17,2,2,11,6,3,1,0,6,2,5,1,4,2,5,7,4,3,8,5,4,2,7,7,4,3,2,3,4,4,3,7,8
HU_76654,HU,76654,1.2776278,0.6723388,0.38747352,0.26051348,53,2,4,12,8,1,1,0,6,2,4,2,3,5,3,3,0,0,9,3,3,2,4,5,5,9,7,7,2,2,1,8,7
HU_67113,HU,67113,0.8094684,0.43760344,0.38747352,0.16955975,33,2,4,14,5,4,1,7,6,2,4,1,3,6,7,7,7,6,7,5,6,6,7,7,7,7,7,7,3,3,3,8,6
HU_59166,HU,59166,0.79614586,0.64838314,0.38747352,0.25123128,53,2,3,88,6,3,1,4,8,3,2,2,4,77,2,2,2,2,1,4,6,6,1,3,2,1,5,7,3,2,3,5,8
HU_62698,HU,62698,1.1988717,1.6711935,0.38747352,0.6475432,17,2,2,11,10,3,1,0,6,1,1,3,4,88,0,0,0,0,0,0,0,0,4,5,7,0,0,0,4,4,1,9,10
HU_82750,HU,82750,1.244632,3.2148175,0.38747352,1.2456566,18,1,4,12,77,3,1,1,6,1,2,2,4,88,4,10,5,5,10,8,4,2,4,5,5,2,4,88,4,4,1,8,9
HU_58026,HU,58026,0.7841711,1.0615975,0.38747352,0.4113409,44,2,4,10,9,4,1,7,6,2,5,1,3,5,5,6,2,2,7,8,4,5,8,8,7,5,5,5,3,2,1,9,5
HU_55374,HU,55374,1.2333266,0.5528367,0.38747352,0.21420959,32,2,4,12,7,3,1,0,2,1,4,2,4,5,2,2,3,3,3,3,3,3,3,6,5,4,5,5,3,3,1,7,7
HU_84378,HU,84378,1.2366154,0.6220944,0.38747352,0.2410451,69,2,5,12,2,3,1,1,6,3,3,1,3,3,0,2,1,3,2,7,0,0,4,2,6,6,5,5,2,2,1,5,4
HU_69596,HU,69596,0.7872055,0.4354547,0.38747352,0.16872716,53,2,3,12,77,4,1,4,6,2,4,2,4,88,10,7,5,5,5,8,6,3,4,5,3,8,6,5,2,4,1,8,0
HU_82520,HU,82520,1.2797022,0.9048259,0.38747352,0.35059607,81,2,3,12,7,1,1,8,6,3,2,1,3,6,6,4,4,7,7,4,5,5,7,6,5,8,8,7,2,2,3,8,5
HU_76131,HU,76131,1.2884102,0.8409207,0.38747352,0.32583448,58,2,3,10,3,1,1,0,6,3,3,1,3,0,5,4,3,3,5,5,0,0,0,0,0,5,5,5,4,4,1,6,6
HU_69665,HU,69665,1.2791057,1.2423353,0.38747352,0.48137203,76,1,4,13,2,1,1,5,6,3,2,1,3,8,6,4,3,2,6,4,6,5,4,4,3,3,2,3,4,3,2,5,5
HU_79955,HU,79955,0.79973197,0.3611236,0.38747352,0.13992582,48,2,3,12,9,4,1,5,6,3,2,1,3,8,0,0,0,0,10,0,0,4,3,3,7,3,5,3,4,4,2,10,6
HU_54422,HU,54422,0.7872055,0.8549491,0.38747352,0.33127013,42,1,4,12,4,4,1,4,6,1,1,1,4,5,4,6,3,3,7,5,0,4,5,6,2,2,5,1,4,4,1,7,8
HU_79952,HU,79952,0.79973197,0.4989554,0.38747352,0.193332,66,2,4,12,3,4,2,4,2,2,4,2,4,5,5,5,5,5,5,5,3,2,6,6,6,4,6,5,4,4,1,10,10
HU_84176,HU,84176,1.2393169,4.0000634,0.38747352,1.5499187,17,1,2,10,88,3,1,3,6,1,3,3,4,88,5,9,5,5,9,5,5,5,5,6,6,5,5,2,4,4,1,10,10
HU_70318,HU,70318,0.781485,2.0771458,0.38747352,0.804839,51,1,4,12,77,4,1,1,6,2,2,1,3,8,8,7,5,5,8,6,3,7,7,6,6,88,1,1,4,4,1,10,8
HU_59615,HU,59615,1.2884102,1.7756648,0.38747352,0.6880231,37,2,5,14,77,2,1,0,6,2,4,2,4,88,0,0,0,0,0,0,0,0,2,5,2,3,3,3,4,4,1,10,10
HU_54957,HU,54957,0.7872055,0.69130194,0.38747352,0.2678612,75,2,2,10,1,4,1,10,6,4,7,1,3,8,8,10,5,88,10,88,6,6,5,4,5,1,2,2,4,4,1,8,8
HU_79147,HU,79147,1.2366154,0.90903616,0.38747352,0.35222742,41,1,5,15,4,3,1,1,6,2,4,1,3,2,1,3,2,3,3,7,0,1,4,3,6,3,3,2,3,3,2,6,5
HU_51482,HU,51482,1.2845863,1.3114959,0.38747352,0.50816995,68,1,3,11,3,1,1,2,1,4,2,1,3,3,2,4,2,2,6,6,2,2,7,6,2,4,5,3,3,3,1,4,3
HU_83956,HU,83956,1.3613576,0.88853204,0.38747352,0.34428263,68,2,3,11,6,4,1,6,6,3,2,1,2,8,7,5,6,7,6,8,6,7,1,1,2,3,3,2,4,4,1,6,6
HU_81563,HU,81563,0.79973197,0.37135515,0.38747352,0.14389028,999,2,4,12,7,4,1,0,2,2,4,1,2,10,0,3,0,0,9,0,1,0,2,0,3,0,1,1,4,4,1,8,8
HU_74416,HU,74416,1.2855282,1.1017301,0.38747352,0.42689124,67,1,4,14,9,1,1,3,2,2,4,1,2,6,3,4,3,3,5,3,3,3,4,4,2,2,2,2,4,4,2,6,6
HU_60387,HU,60387,1.2818341,0.7997406,0.38747352,0.30987832,85,2,3,11,1,1,1,4,6,3,1,2,4,4,6,4,6,8,5,4,3,4,3,3,5,3,4,5,3,3,1,6,4
HU_81731,HU,81731,1.2791057,1.4082379,0.38747352,0.5456549,70,2,7,15,7,1,1,4,6,3,3,1,3,3,4,7,3,3,5,7,2,3,5,5,6,6,6,6,2,2,2,9,7
HU_63834,HU,63834,0.7841711,0.76180124,0.38747352,0.29517782,62,2,6,17,8,4,1,6,6,3,2,1,3,5,1,2,0,0,2,2,3,0,3,6,2,1,1,1,4,4,1,8,6
HU_84046,HU,84046,0.79614586,1.2730014,0.38747352,0.49325433,48,1,4,12,10,4,1,1,6,2,2,1,2,10,9,8,9,9,7,2,8,10,77,3,7,0,0,0,4,4,1,9,9
HU_56380,HU,56380,0.7872055,0.4354547,0.38747352,0.16872716,41,2,4,12,77,4,1,5,1,3,6,1,2,0,0,6,2,2,8,6,0,0,2,4,6,3,4,2,3,4,1,9,8
HU_85804,HU,85804,0.8094684,0.36552015,0.38747352,0.14162938,53,2,4,16,8,4,1,8,6,3,2,2,3,8,8,8,8,8,8,8,8,8,6,7,7,8,8,8,3,3,3,8,9
HU_77761,HU,77761,0.7841711,0.614251,0.38747352,0.238006,67,2,5,16,9,4,1,10,1,3,3,1,2,5,1,1,1,1,5,5,1,1,7,2,6,1,1,0,2,3,2,6,6
HU_81562,HU,81562,0.7841711,1.618271,0.38747352,0.62703717,18,1,2,11,4,4,1,0,6,1,7,3,4,10,10,10,0,10,10,0,88,5,7,7,10,2,4,0,3,4,8,10,10
HU_55264,HU,55264,1.2937301,0.48438752,0.38747352,0.18768734,42,2,4,12,7,1,1,5,6,2,4,1,3,5,1,1,0,0,4,2,2,1,2,2,1,0,0,0,4,4,1,9,8
HU_86091,HU,86091,0.7872055,0.4354547,0.38747352,0.16872716,41,2,4,12,77,4,1,5,8,2,6,2,4,77,0,2,0,0,5,2,3,0,2,4,3,1,2,3,4,4,1,6,6
HU_81510,HU,81510,1.3059802,1.7928247,0.38747352,0.6946721,29,2,7,17,77,1,1,2,6,2,2,1,3,7,4,4,3,3,4,3,5,5,1,2,3,2,2,2,4,4,2,8,7
HU_62128,HU,62128,0.8094684,1.7396972,0.38747352,0.6740866,87,2,1,7,1,4,1,10,6,2,1,2,4,88,4,5,2,2,9,5,6,5,4,4,1,2,3,4,3,4,2,8,8
HU_54488,HU,54488,0.7841711,0.614251,0.38747352,0.238006,66,2,6,15,6,4,1,6,6,3,2,1,3,8,5,8,0,1,5,1,7,7,6,6,3,3,2,2,4,4,2,7,8
HU_62758,HU,62758,1.2797022,1.3221781,0.38747352,0.512309,999,1,3,11,10,1,1,5,6,2,4,1,2,7,6,6,6,4,7,8,8,4,10,7,8,7,6,8,3,3,4,6,5
HU_56271,HU,56271,0.7872055,0.69130194,0.38747352,0.2678612,81,2,2,8,1,4,1,8,6,3,6,2,4,5,8,10,5,5,10,8,7,7,6,5,4,2,3,3,4,4,1,8,8
HU_60351,HU,60351,1.2908818,0.81327915,0.38747352,0.31512412,34,2,4,12,8,1,1,3,6,2,2,2,3,1,0,8,0,0,8,3,2,0,7,7,5,0,0,3,4,4,2,9,7
HU_79213,HU,79213,1.2790309,1.4081556,0.38747352,0.545623,71,2,6,16,9,1,1,10,6,2,6,1,1,10,8,7,8,7,8,8,8,9,7,6,5,5,8,7,2,3,3,9,10
HU_83778,HU,83778,0.79973197,0.48520827,0.38747352,0.18800536,58,2,4,12,6,4,1,7,6,3,5,1,2,5,8,4,7,8,7,8,4,6,2,4,3,2,0,5,3,3,2,8,6
HU_85246,HU,85246,1.2845863,0.954752,0.38747352,0.36994112,75,2,4,12,1,1,1,2,6,3,4,1,3,0,2,4,5,5,10,10,2,2,8,3,7,6,6,5,3,3,2,6,7
HU_72181,HU,72181,0.8177212,0.6890397,0.38747352,0.26698464,75,1,2,8,88,4,1,5,6,3,5,1,2,5,8,8,6,6,9,4,9,8,7,7,6,4,4,4,4,4,2,8,8
HU_65561,HU,65561,1.1755363,0.5913679,0.38747352,0.2291394,68,2,4,12,1,3,1,5,6,2,2,1,3,6,5,7,5,5,7,4,6,6,3,5,5,88,88,88,3,3,1,8,7
HU_86416,HU,86416,1.2885581,1.076496,0.38747352,0.4171137,78,2,2,8,77,1,1,8,6,3,1,1,2,0,0,0,4,4,6,6,0,0,0,5,2,0,0,2,4,4,1,9,8
HU_75498,HU,75498,1.2334104,1.9165177,0.38747352,0.74259984,28,1,4,12,7,3,1,0,6,2,5,2,4,3,3,1,3,4,3,4,2,2,8,6,7,8,5,5,3,3,3,8,7
HU_52468,HU,52468,1.3011717,0.6847284,0.38747352,0.2653141,51,2,4,12,10,1,1,6,6,2,2,1,2,9,7,5,5,4,6,5,7,5,10,6,8,8,8,8,4,4,3,6,10
HU_62363,HU,62363,0.79973197,0.68900454,0.38747352,0.26697102,33,1,4,12,9,4,1,3,6,1,5,1,2,8,9,8,8,9,9,9,6,6,9,9,8,0,2,3,3,4,2,9,7
HU_58858,HU,58858,0.7841711,0.8329875,0.38747352,0.32276058,38,2,5,15,8,4,1,0,6,1,3,1,3,4,7,8,6,6,8,5,6,6,4,5,7,88,88,88,3,3,1,9,9
HU_56978,HU,56978,0.7841711,0.46610603,0.38747352,0.18060374,86,2,2,40,1,4,1,4,6,3,2,1,4,6,4,7,5,4,7,4,6,5,4,6,6,88,88,88,4,4,2,6,6
HU_69734,HU,69734,0.7841711,0.5418871,0.38747352,0.2099669,56,1,5,12,8,4,1,2,6,2,2,1,3,5,5,7,5,4,8,4,5,5,4,6,6,77,88,88,4,4,1,7,7
HU_65782,HU,65782,1.2790309,1.9096029,0.38747352,0.73992056,38,2,7,22,8,1,1,6,6,3,2,1,3,10,8,8,5,6,7,6,8,7,10,8,9,0,0,6,4,4,3,6,9
HU_73562,HU,73562,0.7872055,1.6418762,0.38747352,0.63618356,32,1,7,17,77,3,1,5,6,3,3,1,2,1,1,2,3,3,9,10,4,3,8,8,7,8,8,6,3,3,3,9,8
HU_79811,HU,79811,1.2714589,1.3136612,0.38747352,0.50900894,41,1,4,12,77,1,1,0,2,2,5,1,1,0,2,2,3,4,8,8,2,0,7,6,7,9,10,7,1,1,1,8,7
HU_51360,HU,51360,0.7841711,0.8425303,0.38747352,0.3264582,32,2,2,8,1,4,1,4,2,2,3,1,3,6,5,6,5,5,7,4,7,6,4,4,5,88,88,88,4,4,2,7,7
HU_84829,HU,84829,0.79614586,0.9213685,0.38747352,0.3570059,62,2,6,16,9,4,1,9,6,1,3,1,2,2,2,2,4,0,1,1,3,5,8,7,8,8,7,7,2,2,2,8,3
HU_55800,HU,55800,0.7872055,0.8308245,0.38747352,0.32192248,30,1,3,11,3,4,1,5,6,1,3,1,4,5,0,3,0,0,3,3,0,0,2,5,1,3,3,3,4,4,1,7,7
HU_70237,HU,70237,1.2841908,0.9079997,0.38747352,0.35182583,67,2,3,11,5,1,1,6,6,2,1,2,3,3,5,5,4,4,5,4,4,4,5,5,5,6,7,7,3,3,3,9,2
HU_82143,HU,82143,0.8094684,0.43760344,0.38747352,0.16955975,22,2,4,15,88,4,1,7,6,1,6,2,3,77,6,7,7,7,8,7,3,5,6,4,5,4,5,6,3,3,2,8,8
HU_57065,HU,57065,1.2581804,1.0485836,0.38747352,0.40629837,59,1,3,12,5,1,1,6,1,2,4,1,3,5,3,5,1,0,9,0,4,3,6,8,2,7,8,2,4,4,1,10,9
HU_58912,HU,58912,0.8094684,1.5528274,0.38747352,0.60167944,17,1,2,12,88,4,1,6,6,2,6,3,3,5,6,6,6,5,6,5,6,6,5,5,5,5,5,5,3,3,3,7,6
HU_80804,HU,80804,1.3152742,1.0711623,0.38747352,0.41504705,46,2,4,88,10,5,1,6,6,1,5,1,1,10,0,8,7,8,9,7,7,9,1,5,5,0,0,5,4,4,1,10,10
HU_75008,HU,75008,0.79973197,0.7555124,0.38747352,0.29274106,71,2,6,24,6,4,2,5,6,3,4,1,2,10,9,10,3,7,10,2,8,9,10,10,10,7,6,7,4,4,5,10,10
HU_62568,HU,62568,1.2790667,2.326562,0.38747352,0.90148115,60,2,4,12,77,1,1,0,6,3,2,1,2,8,6,6,7,6,7,7,6,7,5,5,5,2,2,3,4,4,2,8,8
HU_82777,HU,82777,1.2664669,0.7683827,0.38747352,0.29772794,68,2,3,11,6,3,1,5,6,3,2,1,3,9,6,3,8,9,9,9,3,2,6,8,7,2,2,2,3,3,2,7,9
HU_59750,HU,59750,1.2907349,2.6920884,0.38747352,1.043113,34,1,6,17,77,1,1,2,6,2,3,2,3,88,1,2,3,3,4,2,3,4,3,3,2,6,6,5,2,2,1,6,4
HU_70243,HU,70243,1.2845863,2.0160275,0.38747352,0.78115726,999,2,5,14,10,1,1,2,6,1,5,1,3,6,7,8,6,6,8,8,6,6,6,4,7,4,2,4,3,3,1,9,8
HU_79940,HU,79940,0.7841711,0.7149127,0.38747352,0.27700973,50,1,3,11,6,4,1,4,6,2,2,1,2,2,0,0,0,0,1,1,2,0,2,5,1,1,0,0,4,4,1,9,8
HU_83171,HU,83171,0.781485,0.69283426,0.38747352,0.2684549,52,1,3,11,3,4,1,1,6,1,4,1,3,77,0,1,1,1,5,5,1,0,3,4,5,6,5,6,3,3,1,8,7
HU_60132,HU,60132,1.291736,1.881563,0.38747352,0.7290558,68,1,7,18,8,1,1,6,6,2,3,1,2,5,5,7,4,5,5,6,6,6,5,4,6,4,5,4,3,2,2,8,7
HU_83847,HU,83847,0.79973197,0.48520827,0.38747352,0.18800536,55,2,3,11,10,4,1,6,2,3,5,1,3,7,5,5,3,3,6,3,4,4,2,8,4,3,3,4,3,3,1,9,8
HU_83914,HU,83914,1.2889011,0.67827106,0.38747352,0.26281208,43,2,4,12,9,1,1,5,6,1,3,1,2,0,3,8,4,4,9,7,1,3,2,7,7,4,4,6,3,3,1,10,10
HU_86322,HU,86322,1.2331502,0.71715647,0.38747352,0.27787915,30,2,4,88,6,3,1,0,6,1,6,1,4,8,7,9,1,2,6,6,7,8,10,10,10,3,3,3,3,4,2,9,8
HU_77024,HU,77024,1.291736,0.8138175,0.38747352,0.31533274,26,2,5,14,7,1,1,0,6,1,5,1,3,4,4,7,4,3,6,8,3,4,7,6,5,5,6,5,2,8,2,9,8
HU_64146,HU,64146,0.7841711,0.56214315,0.38747352,0.21781558,90,2,1,6,7,4,1,10,6,5,1,3,4,3,1,4,3,1,10,10,1,1,6,7,1,0,6,5,4,4,1,5,10
HU_77189,HU,77189,1.2581804,1.5725899,0.38747352,0.6093369,78,1,5,12,4,1,1,5,6,3,2,1,2,8,5,5,5,5,5,5,5,7,5,0,0,5,9,3,3,3,2,10,5
HU_66008,HU,66008,0.79973197,0.68900454,0.38747352,0.26697102,19,1,4,12,6,4,1,3,6,2,7,2,3,5,6,6,6,5,8,7,6,6,7,7,8,8,7,6,2,2,2,9,8
HU_69303,HU,69303,1.2790667,2.326562,0.38747352,0.90148115,76,2,4,12,77,4,1,8,6,3,1,1,3,77,4,5,5,5,8,8,5,6,5,5,5,3,4,3,4,3,1,7,8
HU_85078,HU,85078,0.781485,0.51754135,0.38747352,0.20053357,19,2,4,13,88,4,1,7,6,1,4,3,4,88,3,5,2,2,5,3,2,2,7,7,7,3,7,4,3,3,2,10,8
HU_51978,HU,51978,1.2557173,1.1448117,0.38747352,0.44358423,54,1,3,11,1,3,1,4,6,3,4,1,4,5,0,1,1,2,6,1,1,2,2,1,0,3,3,4,4,4,2,6,7
HU_84566,HU,84566,0.781485,0.57609004,0.38747352,0.22321963,58,2,2,8,5,4,1,8,1,3,4,1,3,8,8,7,5,5,8,5,8,8,9,8,8,5,5,6,3,3,2,9,10
HU_71125,HU,71125,0.79973197,0.68900454,0.38747352,0.26697102,25,1,3,11,1,4,1,0,6,2,6,2,4,5,3,3,0,0,3,0,3,0,0,0,5,0,0,0,3,4,2,10,7
HU_64454,HU,64454,0.781485,0.7591919,0.38747352,0.29416674,67,2,6,21,77,4,1,7,6,3,7,1,2,6,5,0,1,1,8,0,8,6,7,8,5,0,5,0,4,4,3,9,9
HU_64268,HU,64268,0.781485,0.36288214,0.38747352,0.14060722,49,2,4,12,3,1,1,5,6,3,2,2,3,4,3,2,5,4,4,4,3,3,5,5,7,4,4,3,3,3,3,5,6
HU_53491,HU,53491,0.8094684,0.36552015,0.38747352,0.14162938,48,2,4,12,7,4,1,9,6,2,4,2,4,88,5,5,5,4,5,5,0,2,8,8,9,3,3,3,4,4,3,7,8
HU_76399,HU,76399,1.2916256,0.67970484,0.38747352,0.26336762,47,2,4,12,77,1,1,4,2,1,4,1,1,10,10,10,10,10,10,4,7,8,3,5,5,0,0,3,4,4,1,10,10
HU_66663,HU,66663,1.2885581,0.8118152,0.38747352,0.3145569,32,2,4,12,5,1,1,2,6,1,4,1,1,10,10,10,10,10,10,5,7,9,2,3,5,0,0,4,4,4,1,10,10
